alg,test_pop_id,search_time_limit,rl_policy_seed,rl_policy_pop_id,planning_pop_id,num_episodes_limit,exp_time_limit,exp_num,env_id,agent_id,num,len,return,discounted_return,time,search_time,update_time,reinvigoration_time,evaluation_time,policy_calls,inference_time,search_depth,num_sims,mem_usage,min_value,max_value,belief_state_acc,belief_history_acc,belief_action_acc,belief_policy_acc
COMBINED,P0,1.0,2,P0,P0,100,43200,7,CooperativeReaching-v0,0,0,7,1.0,0.941480149401,7.443372964859009,1.055567911693028,0.0012797628130231,0.0,0.0002040522439139,3629.714285714286,0.1551695891789027,5.142857142857143,1293.0,314.515625,0.6463332742452622,1.0260991169725144,1.0,0.1428571428571428,0.7274389568172583,0.3258115304544572
COMBINED,P0,1.0,2,P0,P0,100,43200,7,CooperativeReaching-v0,0,1,6,1.0,0.9509900499,6.460509538650513,1.0699251890182495,0.0017432769139607,0.0010823408762613,0.0001597007115681,3287.5,0.1233502229054768,5.0,1294.8333333333333,313.97265625,0.6230110108852386,1.0233419823646546,0.9797507788161992,0.1666666666666666,0.6004672897196262,0.4424137594122669
COMBINED,P0,1.0,2,P0,P0,100,43200,7,CooperativeReaching-v0,0,2,4,0.75,0.7277242500000001,4.045000076293945,1.0042844414711,0.0020846724510192,0.0014179944992065,0.000148057937622,2856.25,0.1149292588233947,5.25,1119.0,315.26171875,0.6376610165834427,1.021304415464401,1.0,0.25,0.7383177570093458,0.3379429688688695
COMBINED,P0,1.0,2,P0,P0,100,43200,7,CooperativeReaching-v0,0,3,4,1.0,0.970299,4.065747022628784,1.0112074613571167,0.0010844469070434,0.0,0.0002390146255493,3155.75,0.1659084558486938,5.25,1178.75,315.26171875,0.6079899001121521,1.0284446328878405,1.0,0.25,0.5947499892329557,0.2409226898549882
COMBINED,P0,1.0,2,P0,P0,100,43200,7,CooperativeReaching-v0,0,4,6,1.0,0.9509900499,6.776258945465088,1.1222223838170369,0.0006459951400756,0.0001291036605834,0.0002392530441284,3269.5,0.1647111177444458,4.833333333333333,994.3333333333334,315.515625,0.6659246894717216,1.034241932630539,1.0,0.1666666666666666,0.6036297554989144,0.4800845592821367
COMBINED,P0,1.0,2,P0,P0,100,43200,7,CooperativeReaching-v0,0,5,5,1.0,0.96059601,5.426047086715698,1.0805562496185304,0.000775671005249,0.0,0.0002155303955078,3287.0,0.1574666500091552,4.6,1300.6,316.546875,0.6634215152263642,1.0223452327251432,1.0,0.2,0.612386563727482,0.172335750956267
COMBINED,P0,1.0,2,P0,P0,100,43200,7,CooperativeReaching-v0,0,6,5,1.0,0.96059601,5.116914749145508,1.0163450717926026,0.0005982875823974,0.0,0.0001755237579345,3304.6,0.135898733139038,5.0,1328.6,317.31640625,0.6067393072843551,1.01713770031929,1.0,0.2,0.6923252508721306,0.5892394500037863
COMBINED,P0,1.0,2,P0,P0,100,43200,7,CooperativeReaching-v0,0,7,7,1.0,0.941480149401,7.749362468719482,1.0006650515965052,0.097973312650408,0.0,0.0001809937613351,3173.714285714286,0.2306729384831019,5.571428571428571,988.2857142857144,317.83203125,0.6528229808807372,1.0222326038564955,1.0,0.1428571428571428,0.762704235397468,0.212250581096689
COMBINED,P0,1.0,2,P0,P0,100,43200,7,CooperativeReaching-v0,0,8,5,1.0,0.96059601,5.2616026401519775,1.0458072662353517,0.001015281677246,0.0,0.0002043724060058,3343.6,0.1464487075805664,4.8,1315.6,318.08984375,0.6165313829183579,1.0054378294944764,1.0,0.2,0.6695209227919509,0.3078768459427475
COMBINED,P0,1.0,2,P0,P0,100,43200,7,CooperativeReaching-v0,0,9,4,1.0,0.970299,4.275443077087402,1.0647162795066831,0.0013319849967956,0.0006792545318603,0.0002416372299194,3488.25,0.1804493069648742,5.75,1592.25,318.08984375,0.6116480791568757,1.0251701572537422,1.0,0.25,0.5025601511234838,0.2420889873218093
COMBINED,P0,1.0,2,P0,P0,100,43200,7,CooperativeReaching-v0,0,10,7,0.75,0.70611011205075,7.73096489906311,1.096384423119681,0.0016118798937116,0.0011651175362723,0.0002196516309465,2976.8571428571427,0.1593039376395089,6.142857142857143,870.4285714285714,318.86328125,0.592464240533965,1.0142262160778046,0.9933244325767692,0.1428571428571428,0.6369741085526517,0.7532539580932873
COMBINED,P0,1.0,2,P0,P0,100,43200,7,CooperativeReaching-v0,0,11,8,0.75,0.6990490109302424,9.008803367614746,1.1180779933929443,0.0015600621700286,0.001021921634674,0.0002361238002777,3435.375,0.2614319920539856,5.875,1095.125,320.984375,0.576114148646593,1.021304415464401,0.9766355140186916,0.125,0.6121495327102804,0.7955607476635513
COMBINED,P0,1.0,2,P0,P0,100,43200,7,CooperativeReaching-v0,0,12,8,0.75,0.6990490109302424,8.700471878051758,1.0782988965511322,0.0012395977973937,0.0008547008037567,0.0002450942993164,3355.75,0.2698476910591125,6.0,1115.625,326.12109375,0.6022572737932206,1.0429826402664184,1.0,0.125,0.7103158641902283,0.7009700697977049
COMBINED,P0,1.0,2,P0,P0,100,43200,7,CooperativeReaching-v0,0,13,5,1.0,0.96059601,5.04401707649231,1.000903272628784,0.0029760837554931,0.0020362854003906,0.000139570236206,3215.8,0.114888048171997,4.8,1369.0,324.36328125,0.6229900628328323,1.0166245241165162,1.0,0.2,0.7046728971962617,0.4641294802351862
